Time (ms),Timegap (ms),Gaze X,Gaze Y,Pupil_Size,AOI,Time_Normalized (ms),Face_ID,Tipo_Estimulo,Emocao,Tempo_Interno_Bloco,Fase_Estimulo
0,0,272,898,4.17,0,0,1,Humano,Feliz,0,Janela_Baseline
17,17,281,926,3.48,0,17,1,Humano,Feliz,17,Janela_Baseline
33,17,272,961,5.5,0,33,1,Humano,Feliz,33,Janela_Baseline
50,17,330,933,3.58,0,50,1,Humano,Feliz,50,Janela_Baseline
67,17,278,903,3.58,0,67,1,Humano,Feliz,67,Janela_Baseline
83,17,280,923,4.03,0,83,1,Humano,Feliz,83,Janela_Baseline
100,17,273,888,3.61,0,100,1,Humano,Feliz,100,Janela_Baseline
116,17,278,909,4.14,0,116,1,Humano,Feliz,116,Janela_Baseline
133,17,277,919,3.77,0,133,1,Humano,Feliz,133,Janela_Baseline
150,17,268,928,3.66,0,150,1,Humano,Feliz,150,Janela_Baseline
166,17,275,915,4.07,0,166,1,Humano,Feliz,166,Janela_Baseline
183,17,246,507,4.09,0,183,1,Humano,Feliz,183,Janela_Baseline
200,17,284,903,-1.0,0,200,1,Humano,Feliz,200,Janela_Baseline
216,17,281,902,3.72,0,216,1,Humano,Feliz,216,Janela_Baseline
233,17,274,957,3.66,0,233,1,Humano,Feliz,233,Janela_Baseline
250,17,314,1031,-1.0,0,250,1,Humano,Feliz,250,Janela_Baseline
266,17,281,930,-1.0,0,266,1,Humano,Feliz,266,Janela_Baseline
283,17,293,1014,4.19,0,283,1,Humano,Feliz,283,Janela_Baseline
299,17,281,919,4.27,0,299,1,Humano,Feliz,299,Janela_Baseline
316,17,281,917,-1.0,0,316,1,Humano,Feliz,316,Janela_Baseline
333,17,297,922,4.49,0,333,1,Humano,Feliz,333,Janela_Baseline
349,17,286,909,-1.0,0,349,1,Humano,Feliz,349,Janela_Baseline
366,17,281,922,4.35,0,366,1,Humano,Feliz,366,Janela_Baseline
383,17,301,924,-1.0,0,383,1,Humano,Feliz,383,Janela_Baseline
399,17,234,954,4.36,0,399,1,Humano,Feliz,399,Janela_Baseline
416,17,277,958,-1.0,0,416,1,Humano,Feliz,416,Janela_Baseline
433,17,274,936,4.28,0,433,1,Humano,Feliz,433,Janela_Baseline
449,17,289,909,3.75,0,449,1,Humano,Feliz,449,Janela_Baseline
466,17,315,532,5.31,0,466,1,Humano,Feliz,466,Janela_Baseline
482,17,282,916,4.06,0,482,1,Humano,Feliz,482,Janela_Baseline
499,17,308,1026,4.92,0,499,1,Humano,Feliz,499,Janela_Baseline
516,17,481,1015,3.93,0,516,1,Humano,Feliz,516,Janela_Baseline
532,17,456,933,3.99,0,532,1,Humano,Feliz,532,Janela_Baseline
549,17,523,901,3.99,0,549,1,Humano,Feliz,549,Janela_Baseline
566,17,403,882,-1.0,0,566,1,Humano,Feliz,566,Janela_Baseline
582,17,526,902,4.46,0,582,1,Humano,Feliz,582,Janela_Baseline
