Time_ms,Gaze_X,Gaze_Y,Pupil_L,Pupil_R,Face_ID,Tipo_Estimulo,Emocao,Fase_Estimulo,AOI_Olho_Esquerdo,AOI_Olho_Direito,AOI_Ambos_Olhos,AOI_Nariz,AOI_Boca,AOI_Triangulo,AOI_Rosto,AOI_Fora
0,535,629,4.86,4.97,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,True,True,False
17,530,648,4.73,-1.0,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,True,True,False
33,547,445,4.67,4.88,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
50,535,401,4.72,4.89,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
67,549,428,4.76,4.89,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
83,539,418,4.68,4.91,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
100,548,434,4.78,4.89,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
116,549,418,4.73,4.89,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
133,543,434,4.83,5.01,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
150,546,424,4.84,4.97,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
166,542,416,4.8,4.96,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
183,545,418,4.78,5.02,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
200,542,422,4.78,5.01,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
216,560,435,4.83,4.99,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
233,561,410,4.8,4.97,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
250,547,418,4.78,4.97,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
266,558,427,4.83,4.94,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
283,552,431,4.84,4.92,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
299,554,422,4.83,5.02,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
316,561,430,4.89,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
333,557,417,4.8,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
349,548,442,4.86,5.01,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
366,563,447,4.84,5.07,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
383,555,421,4.83,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
399,552,418,4.83,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
416,555,451,4.94,5.05,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
433,548,452,4.94,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
449,548,448,4.94,5.05,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
466,548,444,4.92,5.02,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
482,565,438,4.86,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
499,567,420,4.86,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
516,557,446,4.88,5.02,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
532,550,437,4.84,5.01,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
549,547,443,4.86,5.07,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
566,556,459,4.88,5.07,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
582,559,463,4.91,5.13,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
599,560,450,4.89,5.05,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
615,547,426,4.91,5.1,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
632,551,454,4.94,5.12,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
649,507,432,4.84,5.05,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
665,509,431,4.81,5.09,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
682,505,442,4.84,5.01,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
699,507,455,4.94,5.01,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
715,520,433,4.83,5.01,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
732,507,434,4.86,5.05,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
749,504,421,4.86,5.02,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
765,500,437,4.84,5.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
782,502,442,4.88,5.09,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
798,513,441,4.88,5.05,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
815,501,418,4.83,5.12,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
832,504,399,4.86,5.02,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
848,509,451,4.88,5.07,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
865,506,428,4.91,5.02,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
882,498,441,4.91,5.02,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
898,502,454,4.92,5.07,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
915,501,454,4.92,5.18,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
932,502,457,4.91,5.07,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
948,496,431,4.97,5.12,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
965,487,426,4.94,5.13,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
981,458,468,4.97,5.17,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
998,459,411,5.04,5.18,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1015,462,839,5.02,5.23,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1031,499,590,0.0,-1.0,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,True,True,False
1347,649,1060,0.0,5.82,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1364,469,754,5.2,-1.0,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1381,550,421,0.0,-1.0,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1397,524,370,0.0,-1.0,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1414,486,513,5.18,-1.0,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,True,True,False
1431,534,489,0.0,5.37,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1447,499,438,5.23,5.39,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1464,495,385,5.2,5.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1481,493,389,5.17,5.39,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1497,509,370,5.15,5.29,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1514,496,396,5.17,5.31,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1530,503,377,5.13,5.33,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1547,508,373,5.15,5.26,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1564,519,393,5.09,5.18,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1580,508,387,4.97,5.18,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1597,514,375,4.88,5.09,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1614,516,387,4.81,5.02,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1630,517,385,4.72,4.97,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1647,519,404,4.67,4.94,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1664,521,387,4.62,4.8,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1680,519,384,4.56,4.7,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1697,528,389,4.43,4.67,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1713,525,396,4.36,4.6,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1730,531,375,4.28,4.56,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1747,585,338,4.22,4.46,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1763,621,352,4.24,4.38,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1780,620,348,4.14,4.36,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1797,623,331,4.14,4.19,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1813,622,335,4.01,4.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1830,621,354,3.98,4.12,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1846,621,350,3.91,4.12,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1863,626,325,3.85,4.12,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1880,628,316,3.8,4.06,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1896,622,302,3.74,3.98,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1913,635,316,3.72,3.96,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1930,635,309,3.66,3.88,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1946,638,320,3.75,3.93,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1963,621,322,3.71,3.9,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1980,637,306,3.67,3.85,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1996,631,302,3.61,3.82,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
2013,635,298,3.55,3.74,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
2029,634,271,3.5,3.72,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
2046,635,280,3.51,3.72,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2063,631,301,3.53,3.83,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2079,568,339,3.53,3.67,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
