Time_ms,Gaze_X,Gaze_Y,Pupil_L,Pupil_R,Face_ID,Tipo_Estimulo,Emocao,Fase_Estimulo,AOI_Olho_Esquerdo,AOI_Olho_Direito,AOI_Ambos_Olhos,AOI_Nariz,AOI_Boca,AOI_Triangulo,AOI_Rosto,AOI_Fora
0,1019,431,3.27,3.22,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
17,1023,434,3.32,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
33,1023,429,3.32,3.22,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
50,1027,441,3.32,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
67,1029,423,3.4,3.21,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
83,1032,431,3.38,3.24,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
100,1020,458,3.35,3.13,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
116,1023,437,3.37,3.21,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
133,1040,526,3.37,3.29,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
150,1049,697,3.35,3.26,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
166,1034,657,3.42,3.14,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
183,1029,706,3.27,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
200,1035,712,3.35,3.21,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
216,1036,687,3.37,3.18,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
233,1030,694,3.38,3.14,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
250,1023,694,3.43,3.11,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
266,1027,678,3.43,3.18,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
283,1022,705,3.38,3.14,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
299,1029,677,3.4,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
316,1031,698,3.43,3.22,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
333,1023,700,3.38,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
349,1028,705,3.43,3.21,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
366,1033,701,3.38,3.14,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
383,1021,711,3.43,3.21,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
399,1056,731,3.43,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
416,1034,724,3.43,3.14,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
433,1042,759,3.42,3.18,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
449,1032,742,3.38,3.26,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
466,1032,742,3.38,3.24,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
482,1022,738,3.43,3.24,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
499,1033,755,3.5,3.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
516,1030,738,3.45,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
532,1032,734,3.43,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
