Time_ms,Gaze_X,Gaze_Y,Pupil_L,Pupil_R,Face_ID,Tipo_Estimulo,Emocao,Fase_Estimulo,AOI_Olho_Esquerdo,AOI_Olho_Direito,AOI_Ambos_Olhos,AOI_Nariz,AOI_Boca,AOI_Triangulo,AOI_Rosto,AOI_Fora
0,640,978,0.0,-1.0,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
33,576,1070,4.67,4.28,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
50,585,1079,4.48,4.24,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
67,579,1020,4.43,4.3,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
83,585,993,4.32,4.35,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
100,577,940,4.33,4.3,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
116,583,956,4.38,4.3,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
133,576,956,4.36,4.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
150,548,1010,4.38,4.36,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
166,548,1013,4.38,4.4,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
183,539,1010,4.46,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
200,545,1016,4.46,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
216,545,1016,4.52,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
233,543,1016,4.54,4.51,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
250,546,1007,4.52,4.51,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
266,541,1015,4.52,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
283,539,1022,4.62,4.49,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
299,543,1024,4.59,4.54,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
316,544,1002,4.64,4.51,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
333,539,1018,4.64,4.59,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
349,539,1031,4.68,4.62,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
366,540,1024,4.68,4.65,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
383,540,1013,4.68,4.64,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
399,548,1013,4.68,4.67,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
416,560,990,4.8,4.7,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
433,586,891,4.81,4.7,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
449,599,727,4.76,4.68,0,Nenhum,Nenhuma,Descarte,False,False,False,False,True,False,True,False
466,609,622,4.86,4.67,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
482,619,581,4.83,4.67,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
499,629,661,4.84,4.67,0,Nenhum,Nenhuma,Descarte,False,False,False,False,True,False,True,False
516,617,660,4.78,4.65,0,Nenhum,Nenhuma,Descarte,False,False,False,False,True,False,True,False
532,623,649,4.81,4.73,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
549,621,654,4.88,4.72,0,Nenhum,Nenhuma,Descarte,False,False,False,False,True,False,True,False
566,622,661,4.92,4.68,0,Nenhum,Nenhuma,Descarte,False,False,False,False,True,False,True,False
582,624,649,4.78,4.67,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
599,623,650,4.83,4.67,0,Nenhum,Nenhuma,Descarte,False,False,False,True,True,True,True,False
615,628,640,4.88,4.7,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
632,628,653,4.81,4.78,0,Nenhum,Nenhuma,Descarte,False,False,False,False,True,False,True,False
649,629,648,4.88,4.72,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
665,635,639,4.81,4.73,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
682,632,649,4.91,4.75,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
699,632,638,4.91,4.68,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
715,628,656,4.96,4.72,0,Nenhum,Nenhuma,Descarte,False,False,False,False,True,False,True,False
732,627,650,4.86,4.72,0,Nenhum,Nenhuma,Descarte,False,False,False,True,True,True,True,False
749,624,649,4.84,4.75,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
765,629,650,4.88,4.68,0,Nenhum,Nenhuma,Descarte,False,False,False,True,True,True,True,False
