Time_ms,Gaze_X,Gaze_Y,Pupil_L,Pupil_R,Face_ID,Tipo_Estimulo,Emocao,Fase_Estimulo,AOI_Olho_Esquerdo,AOI_Olho_Direito,AOI_Ambos_Olhos,AOI_Nariz,AOI_Boca,AOI_Triangulo,AOI_Rosto,AOI_Fora
0,381,141,0.0,3.13,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
17,325,150,3.26,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
33,268,192,3.22,3.14,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
50,233,199,3.18,3.19,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
67,238,215,3.26,3.11,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
83,237,221,3.22,3.18,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
100,238,221,3.22,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
116,247,217,3.22,3.19,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
133,246,218,3.19,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
150,245,230,3.24,3.13,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
166,236,228,3.24,3.19,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
183,231,217,3.21,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
200,235,212,3.22,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
216,232,183,3.24,3.16,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
233,237,211,3.29,3.19,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
250,240,222,3.29,3.32,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
266,244,235,3.26,3.24,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
283,236,241,3.3,3.18,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
299,240,193,3.34,3.24,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
316,238,226,3.27,3.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
333,243,229,3.35,3.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
349,237,231,3.32,3.35,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
366,244,225,3.32,3.3,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
383,251,233,3.35,3.42,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
399,247,234,3.37,3.35,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
416,238,241,3.4,3.34,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
433,247,233,3.35,3.35,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
449,240,235,3.42,3.37,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
466,236,254,3.45,3.42,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
482,238,240,3.46,3.38,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
