Time (ms),Timegap (ms),Gaze X,Gaze Y,Pupil_Size,AOI,Time_Normalized (ms),Face_ID,Tipo_Estimulo,Emocao,Tempo_Interno_Bloco,Fase_Estimulo
0,0,462,983,5.81,0,0,1,Humano,Feliz,0,Janela_Baseline
17,17,412,883,-1.0,0,17,1,Humano,Feliz,17,Janela_Baseline
33,17,391,853,5.73,0,33,1,Humano,Feliz,33,Janela_Baseline
50,17,394,867,5.81,0,50,1,Humano,Feliz,50,Janela_Baseline
67,17,392,858,5.84,0,67,1,Humano,Feliz,67,Janela_Baseline
83,17,391,862,5.9,0,83,1,Humano,Feliz,83,Janela_Baseline
100,17,393,865,5.78,0,100,1,Humano,Feliz,100,Janela_Baseline
116,17,392,863,5.81,0,116,1,Humano,Feliz,116,Janela_Baseline
133,17,393,857,5.82,0,133,1,Humano,Feliz,133,Janela_Baseline
150,17,384,859,5.81,0,150,1,Humano,Feliz,150,Janela_Baseline
166,17,394,860,5.82,0,166,1,Humano,Feliz,166,Janela_Baseline
183,17,390,864,5.9,0,183,1,Humano,Feliz,183,Janela_Baseline
200,17,388,858,5.79,0,200,1,Humano,Feliz,200,Janela_Baseline
216,17,389,860,5.82,0,216,1,Humano,Feliz,216,Janela_Baseline
233,17,390,854,5.82,0,233,1,Humano,Feliz,233,Janela_Baseline
250,17,386,857,5.81,0,250,1,Humano,Feliz,250,Janela_Baseline
266,17,385,858,5.86,0,266,1,Humano,Feliz,266,Janela_Baseline
283,17,389,852,5.74,0,283,1,Humano,Feliz,283,Janela_Baseline
299,17,391,852,5.79,0,299,1,Humano,Feliz,299,Janela_Baseline
316,17,392,859,5.76,0,316,1,Humano,Feliz,316,Janela_Baseline
333,17,392,861,5.82,0,333,1,Humano,Feliz,333,Janela_Baseline
349,17,389,855,5.92,0,349,1,Humano,Feliz,349,Janela_Baseline
366,17,395,864,5.84,0,366,1,Humano,Feliz,366,Janela_Baseline
