Time_ms,Gaze_X,Gaze_Y,Pupil_L,Pupil_R,Face_ID,Tipo_Estimulo,Emocao,Fase_Estimulo,AOI_Olho_Esquerdo,AOI_Olho_Direito,AOI_Ambos_Olhos,AOI_Nariz,AOI_Boca,AOI_Triangulo,AOI_Rosto,AOI_Fora
0,549,482,3.88,4.19,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
17,572,371,3.88,4.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
33,574,300,3.96,4.2,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
50,581,207,3.93,4.32,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
67,571,322,3.98,4.19,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
83,572,323,3.88,4.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
100,563,332,3.93,4.2,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
116,499,387,3.93,4.28,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
133,456,427,3.87,4.35,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
150,480,422,3.87,4.28,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
166,478,439,3.91,4.3,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
183,466,431,3.87,4.32,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
200,460,432,3.93,4.27,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
216,474,435,3.93,4.36,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
233,476,432,3.91,4.33,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
250,468,424,4.01,4.27,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
266,476,423,3.85,4.41,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
283,467,434,4.03,4.33,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
299,473,419,3.87,4.38,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
316,402,520,3.87,4.22,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
333,370,640,3.95,4.36,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
349,334,730,3.93,4.3,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
366,322,795,3.82,4.43,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
383,319,766,3.83,4.27,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
399,323,793,3.88,4.38,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
416,320,761,3.87,4.46,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
433,327,814,3.83,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
449,317,766,3.88,4.36,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
466,306,790,3.98,4.3,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
482,312,784,3.9,4.36,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
499,324,821,3.9,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
516,312,843,3.93,4.38,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
532,293,814,4.01,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
549,269,911,3.69,4.25,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
566,266,883,3.87,4.36,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
582,262,924,3.8,4.33,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
599,261,907,3.83,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
615,270,904,3.79,4.51,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
632,276,906,3.77,4.32,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
649,268,874,3.74,4.32,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
665,259,900,3.75,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
682,239,927,3.79,4.36,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
699,273,920,3.83,4.35,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
715,273,904,3.8,4.41,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
732,263,910,3.87,4.46,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
749,264,899,3.88,4.44,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
765,408,929,4.03,4.57,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
782,476,970,4.01,4.52,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
798,496,944,4.09,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
815,496,940,4.09,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
832,507,933,4.07,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
848,507,927,4.15,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
865,503,945,4.06,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
882,528,935,4.04,4.56,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
898,537,916,3.99,4.52,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
915,506,947,4.11,4.44,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
932,502,936,4.07,4.44,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
948,535,907,4.12,4.52,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
965,531,915,4.17,4.52,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
981,500,910,4.12,4.56,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
998,530,917,4.09,4.56,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1015,523,959,4.11,4.59,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1031,568,915,4.11,4.59,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1048,583,909,4.14,4.57,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1065,562,924,4.11,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1081,548,937,4.09,4.51,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1098,538,973,4.11,4.49,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1115,536,948,4.14,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1131,580,918,4.07,4.59,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1148,552,959,4.14,4.56,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1164,577,969,4.15,4.46,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1181,570,919,4.12,4.51,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1198,581,902,4.17,4.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1214,567,901,4.27,4.57,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,False,True
1231,557,621,4.14,4.46,0,Nenhum,Nenhuma,Descarte,False,False,False,True,False,True,True,False
1248,547,433,4.01,4.6,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1264,549,410,4.01,4.46,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1281,547,394,3.85,4.38,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1298,541,393,3.79,4.33,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1314,548,405,3.75,4.12,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1331,553,406,3.71,4.04,0,Nenhum,Nenhuma,Descarte,True,False,True,False,False,True,True,False
1347,562,385,3.56,3.93,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1364,544,390,3.43,3.82,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1381,545,386,3.4,3.82,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1397,552,390,3.26,3.63,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1414,544,393,3.26,3.55,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1431,548,368,3.08,3.5,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1447,549,372,3.0,3.48,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1464,555,371,2.97,3.45,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1481,547,375,2.95,3.29,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1497,551,365,2.84,3.24,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1514,556,372,2.76,3.1,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1530,548,365,2.76,3.14,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1547,546,367,2.71,3.05,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1564,612,333,2.68,3.03,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1580,628,339,2.66,2.94,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1597,623,324,2.69,2.9,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1614,629,312,2.58,2.89,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1630,620,318,2.61,2.82,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1647,623,321,2.6,2.79,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1664,626,311,2.52,2.68,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1680,636,321,2.49,2.73,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1697,614,345,2.52,2.73,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1713,629,311,2.45,2.73,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1730,560,350,0.0,2.69,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1747,618,318,2.37,2.65,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1763,617,323,2.45,2.55,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1780,600,329,2.49,2.6,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1797,510,332,2.34,2.55,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1813,413,359,2.36,2.6,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1830,430,362,2.34,2.6,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1846,431,348,2.36,2.58,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1863,418,346,2.34,2.49,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1880,412,367,2.31,2.5,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1896,412,358,2.28,2.55,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1913,406,360,2.25,2.47,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1930,413,346,2.21,2.44,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1946,355,314,0.0,2.49,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1963,414,347,2.18,2.5,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1980,359,307,0.0,2.5,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
1996,400,367,2.18,2.39,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
2013,359,326,0.0,2.45,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
2029,419,361,2.2,2.37,0,Nenhum,Nenhuma,Descarte,False,False,False,False,False,False,True,False
2046,415,363,2.21,2.45,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2063,358,307,0.0,2.47,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2096,405,361,2.21,2.42,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2113,420,339,2.09,2.45,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2129,416,352,2.12,2.42,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2146,356,303,0.0,2.5,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2163,358,296,0.0,2.44,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2179,414,339,2.12,2.44,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2196,418,354,2.26,2.44,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2212,488,334,2.13,2.44,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2229,466,278,0.0,2.34,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2246,544,310,2.12,2.44,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2262,540,348,2.25,2.42,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2279,532,330,2.21,2.44,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2296,535,339,2.25,2.36,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2312,542,334,2.26,2.42,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2329,539,332,2.28,0.0,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2346,541,333,2.34,2.49,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2362,543,341,2.34,2.45,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2379,548,313,2.29,2.5,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2395,542,334,2.36,2.47,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2412,536,352,2.37,2.52,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2429,532,330,2.37,2.39,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2445,538,319,2.33,2.5,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2462,543,328,2.44,2.53,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2479,537,330,2.36,2.58,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2495,538,313,2.39,2.63,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2512,547,337,2.49,2.63,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2529,543,335,2.49,2.66,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
2545,558,333,2.53,2.69,1,Humano,Feliz,Janela_Baseline,False,False,False,False,False,False,True,False
